INSTID,UKPRN,Region of HE provider,HE provider,Full-time postgraduate - UK domicile - Higher degree (research),Full-time postgraduate - UK domicile - Higher degree (taught),Full-time postgraduate - UK domicile - Other postgraduate,Full-time postgraduate - UK domicile - Total UK domicile,Full-time postgraduate - Other EU domicile - Higher degree (research),Full-time postgraduate - Other EU domicile - Higher degree (taught),Full-time postgraduate - Other EU domicile - Other postgraduate,Full-time postgraduate - Other EU domicile - Total other EU domicile,Full-time postgraduate - Non-EU domicile - Higher degree (research),Full-time postgraduate - Non-EU domicile - Higher degree (taught),Full-time postgraduate - Non-EU domicile - Other postgraduate,Full-time postgraduate - Non-EU domicile - Total non-EU domicile,Full-time postgraduate - Not known domicile - Higher degree (research),Full-time postgraduate - Not known domicile - Higher degree (taught),Full-time postgraduate - Not known domicile - Other postgraduate,Full-time postgraduate - Not known domicile - Total non-EU domicile,Full-time postgraduate - All domiciles - Higher degree (research),Full-time postgraduate - All domiciles - Higher degree (taught),Full-time postgraduate - All domiciles - Other postgraduate,Full-time postgraduate - All domiciles - Total full-time postgraduate,Part-time postgraduate - UK domicile - Higher degree (research),Part-time postgraduate - UK domicile - Higher degree (taught),Part-time postgraduate - UK domicile - Other postgraduate,Part-time postgraduate - UK domicile - Total UK domicile,Part-time postgraduate - Other EU domicile - Higher degree (research),Part-time postgraduate - Other EU domicile - Higher degree (taught),Part-time postgraduate - Other EU domicile - Other postgraduate,Part-time postgraduate - Other EU domicile - Total other EU domicile,Part-time postgraduate - Non-EU domicile - Higher degree (research),Part-time postgraduate - Non-EU domicile - Higher degree (taught),Part-time postgraduate - Non-EU domicile - Other postgraduate,Part-time postgraduate - Non-EU domicile - Total non-EU domicile,Part-time postgraduate - Not known domicile - Higher degree (research),Part-time postgraduate - Not known domicile - Higher degree (taught),Part-time postgraduate - Not known domicile - Other postgraduate,Part-time postgraduate - Not known domicile - Total non-EU domicile,Part-time postgraduate - All domiciles - Higher degree (research),Part-time postgraduate - All domiciles - Higher degree (taught),Part-time postgraduate - All domiciles - Other postgraduate,Part-time postgraduate - All domiciles - Total Part-time postgraduate,Full-time undergraduate - UK domicile - First degree,Full-time undergraduate - UK domicile - Other undergraduate,Full-time undergraduate - UK domicile - Total UK domicile,Full-time undergraduate - Other EU domicile - First degree,Full-time undergraduate - Other EU domicile - Other undergraduate,Full-time undergraduate - Other EU domicile - Total other EU domicile,Full-time undergraduate - Non-EU domicile - First degree,Full-time undergraduate - Non-EU domicile - Other undergraduate,Full-time undergraduate - Non-EU domicile - Total non-EU domicile,Full-time undergraduate - Not known domicile - First degree,Full-time undergraduate - Not known domicile - Other undergraduate,Full-time undergraduate - Not known domicile - Total non-EU domicile,Full-time undergraduate - All domiciles - First degree,Full-time undergraduate - All domiciles - Other undergraduate,Full-time undergraduate - All domiciles - Total full-time undergraduate,Part-time undergraduate - UK domicile - First degree,Part-time undergraduate - UK domicile - Other undergraduate,Part-time undergraduate - UK domicile - Total UK domicile,Part-time undergraduate - Other EU domicile - First degree,Part-time undergraduate - Other EU domicile - Other undergraduate,Part-time undergraduate - Other EU domicile - Total other EU domicile,Part-time undergraduate - Non-EU domicile - First degree,Part-time undergraduate - Non-EU domicile - Other undergraduate,Part-time undergraduate - Non-EU domicile - Total non-EU domicile,Part-time undergraduate - Not known domicile - First degree,Part-time undergraduate - Not known domicile - Other undergraduate,Part-time undergraduate - Not known domicile - Total non-EU domicile,Part-time undergraduate - All domiciles - First degree,Part-time undergraduate - All domiciles - Other undergraduate,Part-time undergraduate - All domiciles - Total Part-time undergraduate,Female,Male,Other,20 and under,21-24,25-29,30 and over,Age unknown,Known to have a disability,No known disability,White,Black,Asian,Other ethnicity (including mixed),Ethnicity not known,Total UK domiciled students,Total students
0123,10007768,NWES,The University of Lancaster,465,370,5,840,95,225,0,320,335,775,5,1110,0,0,0,0,895,1370,10,2275,375,355,355,1090,65,10,5,80,145,20,5,170,0,0,0,0,585,385,370,1340,6630,5,6635,940,0,945,1895,0,1895,0,0,0,9470,5,9475,10,10,20,0,0,0,0,0,0,0,0,0,10,10,25,6695,6420,0,7480,3230,805,1600,0,1010,12105,7235,245,565,350,190,8590,13115
0211,10003854,YORH,Leeds College of Art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,1225,0,1225,15,0,15,45,0,45,0,0,0,1290,0,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,340,0,890,340,40,45,0,295,1025,1145,20,45,40,10,1255,1320
0064,10003861,YORH,Leeds Beckett University,145,390,380,915,10,70,10,90,45,315,25,385,0,0,0,0,205,770,415,1390,255,900,1755,2910,5,25,15,50,10,70,25,110,0,0,0,0,270,995,1800,3065,16390,15,16400,205,20,220,660,50,710,0,0,0,17250,80,17330,1065,2875,3940,5,35,40,70,80,150,0,0,0,1145,2990,4135,13705,12215,0,13045,5955,2065,4850,0,2665,23255,19900,980,1900,1130,260,24170,25920
0124,10007795,YORH,The University of Leeds,1135,750,85,1970,235,225,0,460,785,2390,5,3180,0,0,0,0,2155,3365,90,5610,295,1040,1095,2430,25,25,15,70,20,35,60,115,0,0,0,0,340,1100,1175,2610,20110,125,20235,740,0,740,2020,0,2020,0,0,0,22875,125,22995,150,415,565,0,0,0,0,0,0,0,0,0,150,415,570,19275,12515,0,15970,9340,2740,3735,0,2910,28880,20770,665,2075,1255,440,25205,31790
0040,10003863,YORH,Leeds Trinity University,25,10,260,300,0,0,5,10,5,5,0,10,0,0,0,0,35,15,270,315,15,90,420,525,0,0,10,10,0,0,0,0,0,0,0,0,15,90,425,535,2705,85,2790,15,0,15,15,0,15,0,0,0,2730,85,f,10,40,50,0,0,0,0,0,0,0,0,0,10,40,50,2445,1270,0,2070,970,325,350,0,385,3330,3190,70,280,120,5,3665,3715
0125,10007796,EMID,The University of Leicester,410,580,315,1305,95,165,5,265,500,2435,5,2940,0,0,0,0,1000,3185,320,4510,275,1230,175,1680,25,20,5,50,20,50,5,75,0,0,0,0,320,1300,185,1810,8405,115,8520,440,0,445,1800,0,1800,0,0,0,10645,120,10765,275,455,730,0,0,5,5,0,10,0,0,0,280,460,740,9615,8205,0,7740,5160,1965,2955,0,1535,16285,8135,1180,2045,615,265,12235,17825
0062,10007151,EMID,The University of Lincoln,140,180,45,365,30,30,10,65,90,320,25,430,0,0,0,0,260,525,80,860,140,430,585,1155,0,5,15,25,5,5,5,15,0,0,0,0,150,435,610,1195,9050,150,9200,115,0,115,675,5,685,0,0,0,9840,155,10000,950,395,1345,15,5,20,45,10,55,0,0,0,1010,415,1425,7270,6200,0,7490,2840,950,2195,0,1925,11550,10840,395,415,340,80,12070,13475
0023,10003956,NWES,Liverpool Hope University,35,110,435,575,10,5,15,30,10,40,0,50,0,0,0,0,55,155,450,655,45,190,60,300,0,10,0,15,5,30,0,35,0,0,0,0,50,230,65,350,3710,0,3710,55,0,55,20,0,20,0,0,0,3785,0,3785,150,0,150,0,0,0,0,0,0,0,0,0,150,0,150,3405,1535,0,2590,1405,370,575,0,870,4070,4355,125,100,150,10,4735,4940
0065,10003957,NWES,Liverpool John Moores University,245,465,425,1135,35,65,10,115,160,145,20,325,0,0,0,0,440,675,455,1575,115,700,995,1810,5,20,15,40,5,40,25,70,0,0,0,0,130,760,1035,1925,15785,510,16295,155,5,160,510,140,650,0,0,0,16450,650,17105,470,755,1225,0,5,5,20,25,45,0,0,0,485,785,1275,11980,9895,0,11425,5360,1945,3145,0,2010,19865,18140,515,955,785,65,20465,21875
0209,10003945,NWES,The Liverpool Institute for Performing Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,560,15,0,15,140,0,140,0,0,0,720,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,330,0,475,210,25,5,0,135,585,525,5,5,25,5,560,720
0126,10006842,NWES,The University of Liverpool,870,330,115,1315,195,60,5,255,500,1185,0,1685,0,0,0,0,1565,1575,120,3255,320,750,720,1790,25,20,35,85,15,5,30,50,0,0,0,0,360,780,785,1925,13760,145,13900,335,25,360,4625,90,4715,0,0,0,18720,260,18980,340,110,455,10,0,10,150,0,150,0,0,0,500,115,615,13500,11275,0,12670,7845,2120,2140,0,1850,22925,14385,450,1295,785,550,17460,24775
0228,10003958,NWES,Liverpool School of Tropical Medicine,15,45,0,60,0,5,0,5,20,30,0,50,0,0,0,0,35,80,0,115,20,0,180,200,0,0,25,25,0,0,80,85,0,0,0,0,20,0,290,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,150,0,0,55,185,180,0,25,400,205,5,25,20,5,260,425
0024,10007162,LOND,"University of the Arts, London",55,675,20,750,10,470,15,495,15,1345,40,1400,0,0,0,0,80,2490,75,2645,100,490,30,620,20,45,20,80,5,35,20,60,0,0,0,0,125,570,65,760,7985,200,8185,1680,35,1715,4255,415,4670,0,0,0,13920,655,14570,180,5,190,35,0,35,5,0,5,0,0,0,220,5,230,13465,4725,15,7250,7255,2115,1580,0,3445,14760,6980,830,775,995,160,9740,18205
0135,10007769,LOND,London Business School,10,200,0,215,25,270,0,295,45,940,0,985,0,0,0,0,75,1415,0,1490,0,405,0,405,0,80,0,80,0,100,0,100,0,0,0,0,0,585,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,1420,0,5,240,760,1065,0,35,2040,350,25,185,35,25,620,2075
0151,10007797,LOND,University of London (Institutes and activities),30,25,0,55,15,5,0,20,35,15,0,45,0,0,0,0,80,40,0,120,25,45,0,70,5,0,0,5,0,0,0,0,0,0,0,0,30,45,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,85,0,0,25,30,140,0,10,190,90,15,5,5,5,125,195
0202,10004048,LOND,London Metropolitan University,30,350,485,865,0,145,35,180,30,185,20,235,0,0,0,0,60,675,535,1275,195,610,730,1535,15,35,15,70,10,20,10,40,0,0,0,0,220,665,755,1640,7295,295,7590,790,10,795,190,5,200,0,0,0,8275,310,8590,870,420,1290,45,10,55,5,10,15,0,0,0,925,435,1360,7905,4960,0,2615,4030,2380,3830,10,1625,11240,4220,3725,1775,1385,175,11280,12865
0076,10004078,LOND,London South Bank University,55,575,400,1035,10,145,10,165,45,580,5,630,0,0,0,0,105,1305,420,1830,110,1330,1575,3015,10,40,5,55,5,70,10,85,0,0,0,0,125,1440,1590,3155,7270,380,7650,365,15,380,445,60,510,0,0,0,8080,455,8540,1670,2335,4005,40,10,50,25,5,30,0,0,0,1730,2355,4085,10330,7275,0,3700,4165,3440,6305,0,2415,15190,7580,4055,2455,1280,335,15705,17605
0137,10004063,LOND,London School of Economics and Political Science,115,735,5,855,150,1150,15,1315,215,2980,15,3205,0,0,0,0,475,4870,30,5375,30,220,0,250,15,35,0,50,10,55,0,65,0,0,0,0,50,315,0,365,2370,0,2370,400,0,400,1840,0,1840,0,0,0,4610,0,4610,45,0,45,0,0,0,40,0,40,0,0,0,90,0,90,5375,5055,10,3855,3990,1520,1080,0,720,9720,1960,185,950,355,70,3520,10440
0138,10007771,LOND,London School of Hygiene and Tropical Medicine,85,200,0,285,20,50,0,70,80,230,0,305,0,0,0,0,180,480,0,660,110,105,160,375,15,5,20,45,80,15,40,135,0,0,0,0,205,125,220,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,395,0,5,220,390,595,0,75,1130,450,55,85,55,10,655,1210
0152,10004113,EMID,Loughborough University,430,290,85,805,145,75,0,220,355,1305,0,1665,0,0,0,0,930,1675,85,2690,110,760,335,1200,35,60,10,105,20,180,25,230,0,0,0,0,165,1000,370,1535,11270,0,11270,465,0,465,790,0,790,0,0,0,12525,0,12525,185,0,185,5,0,5,10,0,10,0,0,0,195,0,195,6490,10460,0,9300,5175,1000,1475,0,2155,14795,10845,720,1215,600,80,13460,16950
0066,10004180,NWES,The Manchester Metropolitan University,130,645,1100,1875,30,95,50,175,75,225,80,385,0,0,0,0,235,970,1230,2435,300,1540,1205,3045,15,55,25,95,5,55,20,80,0,0,0,0,320,1645,1250,3215,23470,125,23590,740,5,745,765,5,770,0,0,0,24980,135,25110,1080,595,1675,10,5,15,30,0,35,0,0,0,1125,600,1725,18890,13600,0,16585,9095,2555,4250,0,3925,28560,22425,1575,4400,1670,120,30190,32485
0204,10007798,NWES,The University of Manchester,1510,1035,470,3020,395,275,15,685,1275,3795,40,5110,0,0,0,0,3185,5110,520,8815,335,1755,1010,3100,30,45,10,85,10,45,15,70,0,0,0,0,375,1840,1035,3250,20235,0,20235,1585,0,1585,5375,0,5375,0,0,0,27195,0,27195,105,330,435,0,0,5,0,5,5,0,0,0,105,335,440,21020,18685,0,18805,12910,3855,4135,0,3970,35730,20175,1015,3805,1735,50,26785,39700
0067,10004351,LOND,Middlesex University,210,375,365,950,35,65,5,105,170,550,5,725,0,0,0,0,420,990,370,1780,390,860,370,1620,90,140,10,235,185,815,35,1035,0,0,0,0,660,1815,415,2890,9980,260,10240,1280,0,1280,1365,0,1365,0,0,0,12620,265,12885,570,875,1445,35,10,45,45,15,60,0,0,0,650,905,1555,11325,7780,0,6870,5760,2135,4340,0,1405,17700,5380,3755,3190,1665,265,14255,19110
0154,10007799,NEAS,Newcastle University,845,615,150,1610,130,335,0,465,690,1805,5,2495,0,0,0,0,1660,2750,155,4565,250,670,405,1325,30,45,5,80,20,75,10,105,0,0,0,0,300,785,420,1505,14145,125,14270,545,20,565,2140,700,2840,0,0,0,16835,845,17680,20,15,35,5,0,5,5,0,5,0,0,0,25,15,45,11945,11850,0,12635,7285,1980,1895,0,1630,22160,15425,235,855,605,115,17240,23795
0028,10007832,WMID,Newman University,0,5,270,275,0,0,0,0,0,0,0,0,0,0,0,0,0,5,270,275,0,255,25,280,0,5,0,5,0,0,0,0,0,0,0,0,0,260,25,285,1795,20,1815,5,0,5,5,0,5,0,0,0,1805,20,1825,150,275,430,0,0,0,0,0,0,0,0,0,155,275,430,2130,680,0,1185,790,295,540,0,460,2350,1695,265,655,160,15,2795,2810
0027,10007138,EMID,The University of Northampton,25,125,105,255,0,5,0,5,55,250,0,305,0,0,0,0,80,380,110,570,135,730,715,1580,5,35,0,40,10,115,10,130,0,0,0,0,145,875,725,1750,7385,705,8085,260,15,275,645,5,650,0,0,0,8285,725,9010,440,1155,1595,10,5,10,25,25,50,0,0,0,475,1180,1655,8230,4755,0,5195,2955,1315,3520,0,1290,11695,7730,2145,915,485,240,11515,12985
0069,10001282,NEAS,University of Northumbria at Newcastle,240,580,405,1225,40,80,10,135,140,800,80,1020,0,0,0,0,420,1465,495,2375,220,995,1065,2280,10,20,5,35,5,35,25,60,0,0,0,0,235,1050,1090,2375,16750,150,16900,355,5,360,1320,195,1515,0,0,0,18425,350,18770,2105,1430,3535,5,0,10,45,55,100,0,0,0,2155,1490,3645,15155,12010,5,12070,7345,2565,5190,0,2510,24660,21780,460,975,610,115,23940,27165
0190,10004775,EAST,Norwich University of the Arts,0,20,0,20,0,0,0,0,0,5,0,5,0,0,0,0,0,20,0,25,5,30,20,50,0,0,0,0,0,0,0,0,0,0,0,0,5,30,20,55,1795,0,1795,65,0,65,60,0,60,0,0,0,1920,0,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,785,0,1315,530,60,90,0,565,1430,1680,35,55,95,5,1870,1995
0155,10007154,EMID,University of Nottingham,1310,890,295,2495,360,250,5,615,960,1345,10,2310,0,0,0,0,2630,2485,310,5420,300,995,1230,2520,30,20,55,105,30,30,80,140,0,0,0,0,360,1045,1360,2765,18960,145,19105,870,20,890,3065,110,3170,0,0,0,22890,275,23170,505,250,755,0,5,5,5,0,5,0,0,0,510,260,770,17570,14540,10,16160,8765,3070,4125,0,3690,28430,19460,1200,2585,1290,345,24875,32125
0071,10004797,EMID,The Nottingham Trent University,200,620,305,1125,25,120,20,165,135,710,105,945,0,0,0,0,355,1450,425,2235,215,1010,910,2135,20,65,55,140,95,320,155,570,0,0,0,0,330,1395,1120,2845,19510,435,19945,330,5,335,1215,30,1240,0,0,0,21055,465,21520,990,155,1140,10,0,15,20,145,170,0,0,0,1020,300,1325,15605,12300,20,15520,7820,1960,2620,0,2995,24930,18530,1935,2485,1305,90,24345,27920
0001,10007773,SEAS,The Open University in England,240,0,0,240,0,0,0,0,5,0,0,5,0,0,0,0,250,0,0,250,215,4685,1405,6310,5,15,5,25,0,10,0,10,0,0,0,0,220,4710,1415,6345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84875,9830,94710,145,10,160,30,0,30,0,0,0,85050,9845,94900,60925,40560,0,4435,13925,19290,63835,0,18655,82835,87470,4470,4140,3365,1815,101260,101490
0072,10004930,SEAS,Oxford Brookes University,95,390,370,860,40,185,30,255,85,445,75,605,0,0,0,0,215,1020,480,1720,135,770,1100,2005,15,35,15,65,15,100,30,145,0,0,0,0,170,905,1145,2220,9085,1205,10290,585,25,610,1245,40,1285,0,0,0,10915,1270,12185,455,995,1450,15,40,55,50,155,210,0,0,0,525,1195,1715,10705,7135,0,7335,4915,1995,3575,15,2650,15190,11665,760,1140,630,410,14605,17840
0156,10007774,SEAS,The University of Oxford,2165,760,190,3110,1100,535,10,1645,1740,1585,25,3355,0,0,0,0,5005,2880,225,8110,125,665,485,1275,5,120,115,245,10,275,230,515,0,0,0,0,140,1065,830,2035,9305,20,9320,705,0,705,1260,30,1290,0,0,0,11270,50,11320,15,3075,3095,0,80,80,0,225,225,0,0,0,15,3380,3395,11775,13065,20,8675,6290,3975,5865,55,2375,22480,13790,280,1245,990,495,16800,24860
0230,10005127,SWES,Plymouth College of Art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,1075,35,1110,30,0,30,5,0,5,0,0,0,1110,35,1145,40,0,40,0,0,0,0,0,0,0,0,0,40,0,45,770,425,5,615,295,85,200,0,495,705,1100,10,25,25,5,1160,1200
0073,10007801,SWES,University of Plymouth,220,315,235,770,55,140,0,195,170,185,0,355,0,0,0,0,440,640,235,1315,190,615,785,1590,40,20,55,115,10,10,35,55,0,0,0,0,240,645,870,1760,14625,1140,15760,345,20,365,1080,5,1090,0,0,0,16050,1165,17215,1390,1370,2765,20,15,35,60,5,65,0,0,0,1470,1395,2860,12965,10190,0,9635,6295,2415,4810,0,3445,19710,18795,485,770,625,210,20885,23155
0074,10007155,SEAS,The University of Portsmouth,105,530,125,755,30,100,20,145,130,650,15,795,0,0,0,0,265,1280,155,1695,275,1055,200,1525,10,25,0,40,10,40,5,55,0,0,0,0,290,1120,205,1620,13825,340,14165,770,15,785,1875,0,1875,0,0,0,16470,350,16825,1065,745,1810,20,0,20,90,0,90,0,0,0,1175,745,1920,9830,12230,0,11035,6530,1630,2865,0,2485,19575,13680,1735,1540,1035,265,18255,22060
0139,10007775,LOND,Queen Mary University of London,485,620,5,1105,170,355,0,525,375,1560,20,1955,0,0,0,0,1030,2535,25,3590,110,470,450,1030,20,25,20,70,5,20,30,60,0,0,0,0,140,520,505,1160,9390,30,9420,1140,5,1140,1735,75,1810,0,0,0,12265,110,12375,10,0,10,0,0,0,0,0,0,0,0,0,10,0,10,9145,7990,5,8525,5225,1940,1450,0,1775,15365,5165,875,4165,1215,155,11570,17140
0030,10005389,LOND,Ravensbourne,0,25,0,25,0,10,0,10,0,40,0,40,0,0,0,0,0,70,0,70,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,1975,0,1975,80,0,80,55,0,55,0,0,0,2110,0,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1165,0,1420,600,95,75,0,360,1830,1275,255,235,220,25,2005,2190
0157,10007802,SEAS,The University of Reading,350,445,405,1200,90,150,10,245,440,985,0,1425,0,0,0,0,880,1580,415,2870,215,905,465,1590,30,55,5,90,45,60,5,110,0,0,0,0,295,1025,475,1790,7980,145,8125,565,15,580,1390,135,1525,0,0,0,9935,295,10230,60,25,85,0,0,0,0,0,0,0,0,0,65,25,85,8515,6460,5,7865,3645,1240,2225,0,1640,13340,8850,370,1115,540,115,10995,14980
0031,10007776,LOND,Roehampton University,125,215,350,690,25,60,5,90,40,180,5,225,0,0,0,0,190,460,355,1005,100,490,45,635,15,25,0,40,5,15,0,20,0,0,0,0,125,525,45,695,6175,120,6295,195,0,195,395,0,395,0,0,0,6765,120,6885,145,10,155,10,0,10,0,0,0,0,0,0,155,10,165,6175,2575,0,4205,2120,855,1575,0,920,7830,3805,1435,1315,860,360,7775,8750
0032,10005523,LOND,Rose Bruford College,0,10,0,10,0,5,0,5,0,15,0,15,0,0,0,0,0,30,0,30,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,510,0,510,20,0,20,45,0,45,0,0,0,575,0,575,100,0,100,15,0,15,10,0,10,0,0,0,125,0,125,415,345,0,385,185,55,135,0,260,495,585,25,5,25,0,645,760
0033,10007835,LOND,Royal Academy of Music,10,165,25,200,0,70,10,80,0,85,10,100,0,0,0,0,15,320,50,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,220,75,0,75,80,0,80,0,0,0,375,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,385,0,255,355,130,20,0,90,670,380,5,15,15,0,420,760
0195,10005545,SWES,Royal Agricultural University,5,145,0,150,0,15,0,15,10,50,0,60,0,0,0,0,15,210,0,225,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,705,155,865,25,5,35,30,10,35,0,0,0,760,170,930,20,15,35,0,0,0,0,0,0,0,0,0,20,15,35,545,655,0,635,380,90,100,0,275,925,1025,15,5,10,5,1055,1200
0003,10007777,LOND,Royal College of Art,50,575,0,620,30,355,0,380,40,460,0,500,0,0,0,0,115,1390,0,1505,70,5,0,75,25,0,0,25,5,0,0,5,0,0,0,0,100,5,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,595,0,5,560,630,410,0,290,1315,555,25,45,55,20,695,1610
0034,10007778,LOND,Royal College of Music,5,125,20,150,0,55,10,65,10,90,10,110,0,0,0,0,15,270,40,325,5,20,0,25,5,10,0,15,0,5,0,10,0,0,0,0,15,35,0,50,240,5,250,85,0,85,95,0,100,0,0,0,425,10,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,395,0,265,370,135,45,0,65,745,385,0,15,20,5,425,810
0010,10007816,LOND,The Royal Central School of Speech and Drama,0,150,0,155,0,40,0,40,5,100,0,105,0,0,0,0,10,290,0,300,10,40,35,85,0,5,0,5,0,0,0,0,0,0,0,0,10,45,35,90,575,0,575,35,0,35,45,0,45,0,0,0,655,0,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,350,0,415,330,135,165,0,225,820,675,50,10,65,10,815,1045
0141,10005553,SEAS,Royal Holloway and Bedford New College,345,440,80,870,65,60,0,125,130,665,0,795,0,0,0,0,540,1165,85,1790,115,220,315,645,15,10,10,35,5,25,10,45,0,0,0,0,135,250,335,725,5175,0,5175,665,0,665,1215,40,1255,0,0,0,7055,40,7095,130,205,330,5,0,10,30,5,40,0,0,0,165,210,380,5980,4005,0,5585,2490,865,1045,0,1030,8955,4990,450,995,500,85,7020,9985
0035,10007837,NWES,Royal Northern College of Music,5,115,15,135,0,25,10,35,5,100,10,110,0,0,0,0,10,240,30,285,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,475,10,485,50,0,50,75,0,75,0,0,0,600,10,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,470,0,410,355,105,40,0,115,790,580,0,15,30,10,630,905
0143,10007779,LOND,The Royal Veterinary College,55,65,20,135,10,15,0,30,10,20,5,35,0,0,0,0,80,100,20,200,20,30,265,315,0,0,0,5,0,0,5,5,0,0,0,0,20,30,270,325,1420,75,1495,30,0,30,195,0,195,0,0,0,1645,75,1720,0,45,45,0,0,0,0,0,0,0,0,0,0,45,45,1750,535,0,800,790,345,350,0,395,1895,1800,10,75,80,30,1990,2290
0145,10007782,LOND,"St George's, University of London",55,50,60,170,0,5,0,5,0,0,0,5,0,0,0,0,60,55,65,180,50,130,465,645,0,0,5,5,0,0,0,5,0,0,0,0,50,135,470,655,2165,160,2330,55,0,55,260,0,260,0,0,0,2480,165,2645,130,2220,2345,0,45,50,0,50,50,0,0,0,130,2315,2445,4195,1730,0,1205,1160,1180,2380,5,505,5420,2725,645,1300,340,480,5490,5925
0039,10007843,LOND,"St Mary's University, Twickenham",25,70,315,405,0,5,15,25,0,15,20,35,0,0,0,0,25,90,350,465,35,750,80,865,0,55,0,55,5,25,0,25,0,0,0,0,40,825,80,950,3340,195,3535,105,10,115,60,5,60,0,0,0,3505,205,3710,185,150,340,0,5,5,5,60,60,0,0,0,190,215,405,3065,2470,0,2615,1460,580,875,0,670,4865,3710,515,390,425,110,5145,5535
0158,10007156,NWES,The University of Salford,160,825,140,1125,25,130,5,160,360,980,45,1380,0,0,0,0,545,1935,185,2665,185,1110,670,1960,25,45,50,120,10,20,15,45,0,0,0,0,220,1175,735,2125,12900,300,13200,660,5,665,820,0,820,0,0,0,14380,305,14685,635,385,1020,5,5,10,0,10,10,0,0,0,645,400,1040,10945,9575,0,7790,5120,2825,4780,0,2860,17660,12420,1410,2310,890,280,17310,20520
0146,10007780,LOND,The School of Oriental and African Studies,115,380,5,505,65,235,5,300,190,690,15,895,0,0,0,0,370,1305,25,1700,90,480,35,605,30,75,5,110,20,45,20,85,0,215,130,345,140,820,190,1150,1945,55,2000,395,20,415,535,210,750,0,0,0,2880,285,3165,15,10,25,0,0,5,5,20,25,0,0,0,25,30,55,3855,2220,0,1845,1970,1045,1210,0,670,5400,1425,310,675,615,110,3140,6070
0075,10005790,YORH,Sheffield Hallam University,140,510,990,1640,15,90,5,110,100,1495,5,1600,0,0,0,0,255,2095,1005,3350,250,1710,1190,3145,35,20,15,65,20,180,15,215,0,0,0,0,305,1905,1215,3425,19805,725,20530,220,5,225,980,15,1000,0,0,0,21005,745,21750,1320,1575,2895,10,10,20,40,5,45,0,0,0,1370,1590,2960,17265,14220,0,14625,8455,3060,5345,0,3885,27600,24065,1050,1770,1115,210,28210,31485
0159,10007157,YORH,The University of Sheffield,1055,715,410,2180,270,135,10,410,975,2745,25,3740,0,0,0,0,2295,3590,445,6330,290,770,530,1590,50,80,50,185,25,180,55,260,0,0,0,0,370,1030,640,2040,14705,185,14890,685,10,690,3120,20,3140,0,0,0,18510,210,18720,485,250,735,5,10,15,80,5,85,0,0,0,570,265,835,14275,13650,0,13350,8890,2555,3130,0,2975,24950,16230,535,1455,945,230,19395,27925
0037,10006022,SEAS,Southampton Solent University,10,65,0,80,0,45,0,45,10,40,0,50,0,0,0,0,20,150,0,175,45,60,100,205,0,10,0,15,0,5,5,10,0,0,0,0,45,75,110,230,7660,400,8055,850,10,860,410,65,475,0,0,0,8915,470,9390,285,950,1235,20,95,115,20,125,145,0,0,0,320,1170,1495,4500,6785,0,5925,3445,895,1020,0,1340,9945,7785,805,465,480,50,9575,11285
